"","L","US","rep","dem","female","employed","nonhispanic_white","bachelors","above_median_income","zip"
"1152",8,7,0,1,0,0,1,0,0,98661
"1153",6,6,0,1,0,1,0,0,1,85338
"1154",0,0,1,0,1,1,1,0,0,35768
"1155",1,1,0,0,0,1,1,1,1,97330
"1156",1,2,1,0,0,1,1,0,0,32534
"1157",5,5,0,0,0,0,1,1,0,32931
"1158",0,1,1,0,0,1,1,0,0,60051
"1159",0,0,0,0,1,1,1,0,1,11778
"1160",1,1,NA,NA,0,1,1,1,1,72704
"1161",2,2,0,0,0,1,1,0,0,40729
"1162",2,6,NA,NA,0,0,1,1,0,22903
"1163",5,6,0,0,0,1,1,0,0,41311
"1164",9,9,0,1,1,1,1,1,0,14580
"1165",5,9,0,1,1,1,0,0,1,60441
"1166",1,1,1,0,1,0,1,1,1,17257
"1167",5,3,0,1,1,1,0,1,0,98404
"1168",9,9,0,0,0,0,1,0,0,43205
"1169",10,10,0,0,0,1,1,1,1,8084
"1170",0,0,0,0,0,1,1,1,1,15237
"1171",0,0,0,0,0,1,1,0,1,27603
"1172",9,9,0,0,1,0,1,0,0,78217
"1173",3,4,0,0,1,1,0,0,0,78705
"1174",10,10,0,1,1,1,1,1,1,46614
"1175",3,3,0,1,0,1,0,1,1,91304
"1176",6,6,0,1,1,1,0,1,1,75702
"1177",2,6,0,1,1,0,1,0,1,66067
"1178",5,6,0,1,0,1,1,1,1,15236
"1179",0,10,NA,NA,0,0,1,0,0,24220
"1180",7,7,0,0,0,1,0,1,0,90501
"1181",9,10,0,0,1,0,1,0,0,95354
"1182",1,1,0,1,0,1,1,0,0,18518
"1183",0,2,0,0,1,1,1,1,1,34952
"1184",7,8,0,0,0,1,1,1,0,11357
"1185",2,2,0,1,1,1,0,0,0,30662
"1186",7,7,0,0,1,1,0,1,0,48201
"1187",0,0,0,0,0,1,1,0,1,48146
"1188",9,9,0,1,1,1,1,1,1,83703
"1189",10,10,0,1,1,0,1,1,0,75946
"1190",2,5,0,0,0,1,1,0,0,91306
"1191",3,7,1,0,1,1,1,1,1,71639
"1192",8,8,0,0,0,1,0,1,0,92562
"1193",7,7,0,0,1,0,1,0,0,48507
"1194",6,6,0,0,0,1,1,0,1,97078
"1195",7,9,0,1,0,0,1,0,0,1950
"1196",0,0,1,0,0,1,1,0,1,21901
"1197",8,8,0,1,0,0,1,0,0,27409
"1198",1,1,0,0,0,1,1,1,1,75246
"1199",6,6,0,0,0,1,1,0,0,1864
"1200",0,0,1,0,0,1,1,1,1,37043
"1201",7,7,0,1,0,1,1,1,1,78701
"1202",9,9,0,1,0,1,1,1,0,43224
"1203",8,8,0,1,1,1,1,1,1,94804
"1204",7,7,0,0,0,0,1,1,0,77441
"1205",5,5,NA,NA,0,1,1,1,1,7065
"1206",2,2,0,0,0,0,1,1,0,49319
"1207",8,9,0,1,0,1,1,1,1,6614
"1208",10,10,0,1,0,0,1,0,0,17402
"1209",4,4,0,0,0,1,1,1,0,30328
"1210",2,2,1,0,1,1,1,0,0,53027
"1211",8,7,0,1,0,1,0,1,1,78223
"1212",0,0,0,0,0,0,1,0,0,75098
"1213",5,6,0,1,0,1,1,1,1,60657
"1214",7,7,0,1,0,1,1,1,1,29303
"1215",0,1,0,0,1,1,1,1,1,75028
"1216",9,9,0,1,0,1,1,0,0,85050
"1217",3,4,0,0,0,1,1,1,0,80226
"1218",8,8,0,1,1,0,0,1,0,95148
"1219",6,6,0,1,1,1,1,1,1,34684
"1220",6,6,1,0,0,1,1,1,1,22209
"1221",3,3,0,0,1,1,1,0,0,8080
"1222",9,10,0,1,1,1,1,0,0,97439
"1223",4,6,0,0,0,0,0,1,0,90019
"1224",9,8,0,0,1,1,1,1,1,48357
"1225",8,8,0,1,0,1,1,0,1,92377
"1226",7,9,0,1,0,1,0,1,0,11354
"1227",0,0,1,0,1,0,1,0,1,32807
"1228",8,8,1,0,1,0,1,1,1,91020
"1229",7,9,0,1,0,1,0,0,0,92346
